 gas_q1 , gas_q2 , EFH_GasWP_aggr. , MFH_GasWP_aggr. , air_q1 , air_q2 , EFH_LuftWP_aggr. ,MFH_LuftWP_aggr.
 1.46 , 1.35 , 1.44 , 1.44 , 3.23 , 2.31 , 3.09 , 3.04 
 1.46 , 1.35 , 1.44 , 1.44 , 3.23 , 2.31 , 3.09 , 3.04 
 1.46 , 1.35 , 1.44 , 1.44 , 3.23 , 2.31 , 3.09 , 3.04 
 1.46 , 1.35 , 1.44 , 1.44 , 3.23 , 2.31 , 3.09 , 3.04 
 1.46 , 1.35 , 1.44 , 1.44 , 3.23 , 2.31 , 3.09 , 3.04 
 1.46 , 1.35 , 1.44 , 1.44 , 3.23 , 2.31 , 3.09 , 3.04 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.32 , 2.37 , 3.18 , 3.12 
 1.46 , 1.35 , 1.44 , 1.44 , 3.32 , 2.37 , 3.18 , 3.12 
 1.46 , 1.35 , 1.44 , 1.44 , 3.32 , 2.37 , 3.18 , 3.12 
 1.46 , 1.35 , 1.44 , 1.44 , 3.32 , 2.37 , 3.18 , 3.12 
 1.46 , 1.35 , 1.44 , 1.44 , 3.32 , 2.37 , 3.18 , 3.12 
 1.46 , 1.35 , 1.44 , 1.44 , 3.32 , 2.37 , 3.18 , 3.12 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.35 , 1.44 , 1.44 , 3.18 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.18 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.18 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.18 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.18 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.18 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.16 , 2.26 , 3.02 , 2.97 
 1.46 , 1.35 , 1.44 , 1.44 , 3.16 , 2.26 , 3.02 , 2.97 
 1.46 , 1.35 , 1.44 , 1.44 , 3.16 , 2.26 , 3.02 , 2.97 
 1.46 , 1.35 , 1.44 , 1.44 , 3.16 , 2.26 , 3.02 , 2.97 
 1.46 , 1.35 , 1.44 , 1.44 , 3.16 , 2.26 , 3.02 , 2.97 
 1.46 , 1.35 , 1.44 , 1.44 , 3.16 , 2.26 , 3.02 , 2.97 
 1.46 , 1.35 , 1.44 , 1.44 , 3.30 , 2.35 , 3.16 , 3.10 
 1.46 , 1.35 , 1.44 , 1.44 , 3.30 , 2.35 , 3.16 , 3.10 
 1.46 , 1.35 , 1.44 , 1.44 , 3.30 , 2.35 , 3.16 , 3.10 
 1.46 , 1.35 , 1.44 , 1.44 , 3.30 , 2.35 , 3.16 , 3.10 
 1.46 , 1.35 , 1.44 , 1.44 , 3.30 , 2.35 , 3.16 , 3.10 
 1.46 , 1.35 , 1.44 , 1.44 , 3.30 , 2.35 , 3.16 , 3.10 
 1.46 , 1.35 , 1.44 , 1.44 , 3.19 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.19 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.19 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.19 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.19 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.19 , 2.28 , 3.05 , 3.00 
 1.46 , 1.35 , 1.44 , 1.44 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.35 , 1.44 , 1.44 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.35 , 1.44 , 1.44 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.35 , 1.44 , 1.44 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.35 , 1.44 , 1.44 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.35 , 1.44 , 1.44 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.35 , 1.44 , 1.44 , 2.99 , 2.16 , 2.86 , 2.82 
 1.46 , 1.35 , 1.44 , 1.44 , 2.99 , 2.16 , 2.86 , 2.82 
 1.46 , 1.35 , 1.44 , 1.44 , 2.99 , 2.16 , 2.86 , 2.82 
 1.46 , 1.35 , 1.44 , 1.44 , 2.99 , 2.16 , 2.86 , 2.82 
 1.46 , 1.35 , 1.44 , 1.44 , 2.99 , 2.16 , 2.86 , 2.82 
 1.46 , 1.35 , 1.44 , 1.44 , 2.99 , 2.16 , 2.86 , 2.82 
 1.46 , 1.35 , 1.44 , 1.44 , 3.14 , 2.25 , 3.01 , 2.96 
 1.46 , 1.35 , 1.44 , 1.44 , 3.14 , 2.25 , 3.01 , 2.96 
 1.46 , 1.35 , 1.44 , 1.44 , 3.14 , 2.25 , 3.01 , 2.96 
 1.46 , 1.35 , 1.44 , 1.44 , 3.14 , 2.25 , 3.01 , 2.96 
 1.46 , 1.35 , 1.44 , 1.44 , 3.14 , 2.25 , 3.01 , 2.96 
 1.46 , 1.35 , 1.44 , 1.44 , 3.14 , 2.25 , 3.01 , 2.96 
 1.46 , 1.35 , 1.44 , 1.44 , 3.11 , 2.23 , 2.97 , 2.92 
 1.46 , 1.35 , 1.44 , 1.44 , 3.11 , 2.23 , 2.97 , 2.92 
 1.46 , 1.35 , 1.44 , 1.44 , 3.11 , 2.23 , 2.97 , 2.92 
 1.46 , 1.35 , 1.44 , 1.44 , 3.11 , 2.23 , 2.97 , 2.92 
 1.46 , 1.35 , 1.44 , 1.44 , 3.11 , 2.23 , 2.97 , 2.92 
 1.46 , 1.35 , 1.44 , 1.44 , 3.11 , 2.23 , 2.97 , 2.92 
 1.46 , 1.35 , 1.44 , 1.44 , 2.98 , 2.15 , 2.86 , 2.81 
 1.46 , 1.35 , 1.44 , 1.44 , 2.98 , 2.15 , 2.86 , 2.81 
 1.46 , 1.35 , 1.44 , 1.44 , 2.98 , 2.15 , 2.86 , 2.81 
 1.46 , 1.35 , 1.44 , 1.44 , 2.98 , 2.15 , 2.86 , 2.81 
 1.46 , 1.35 , 1.44 , 1.44 , 2.98 , 2.15 , 2.86 , 2.81 
 1.46 , 1.35 , 1.44 , 1.44 , 2.98 , 2.15 , 2.86 , 2.81 
 1.46 , 1.34 , 1.44 , 1.44 , 2.95 , 2.13 , 2.82 , 2.78 
 1.46 , 1.34 , 1.44 , 1.44 , 2.95 , 2.13 , 2.82 , 2.78 
 1.46 , 1.34 , 1.44 , 1.44 , 2.95 , 2.13 , 2.82 , 2.78 
 1.46 , 1.34 , 1.44 , 1.44 , 2.95 , 2.13 , 2.82 , 2.78 
 1.46 , 1.34 , 1.44 , 1.44 , 2.95 , 2.13 , 2.82 , 2.78 
 1.46 , 1.34 , 1.44 , 1.44 , 2.95 , 2.13 , 2.82 , 2.78 
 1.46 , 1.34 , 1.44 , 1.44 , 3.21 , 2.30 , 3.08 , 3.02 
 1.46 , 1.34 , 1.44 , 1.44 , 3.21 , 2.30 , 3.08 , 3.02 
 1.46 , 1.34 , 1.44 , 1.44 , 3.21 , 2.30 , 3.08 , 3.02 
 1.46 , 1.34 , 1.44 , 1.44 , 3.21 , 2.30 , 3.08 , 3.02 
 1.46 , 1.34 , 1.44 , 1.44 , 3.21 , 2.30 , 3.08 , 3.02 
 1.46 , 1.34 , 1.44 , 1.44 , 3.21 , 2.30 , 3.08 , 3.02 
 1.46 , 1.34 , 1.44 , 1.44 , 3.13 , 2.24 , 3.00 , 2.95 
 1.46 , 1.34 , 1.44 , 1.44 , 3.13 , 2.24 , 3.00 , 2.95 
 1.46 , 1.34 , 1.44 , 1.44 , 3.13 , 2.24 , 3.00 , 2.95 
 1.46 , 1.34 , 1.44 , 1.44 , 3.13 , 2.24 , 3.00 , 2.95 
 1.46 , 1.34 , 1.44 , 1.44 , 3.13 , 2.24 , 3.00 , 2.95 
 1.46 , 1.34 , 1.44 , 1.44 , 3.13 , 2.24 , 3.00 , 2.95 
 1.46 , 1.34 , 1.44 , 1.44 , 3.06 , 2.20 , 2.93 , 2.88 
 1.46 , 1.34 , 1.44 , 1.44 , 3.06 , 2.20 , 2.93 , 2.88 
 1.46 , 1.34 , 1.44 , 1.44 , 3.06 , 2.20 , 2.93 , 2.88 
 1.46 , 1.34 , 1.44 , 1.44 , 3.06 , 2.20 , 2.93 , 2.88 
 1.46 , 1.34 , 1.44 , 1.44 , 3.06 , 2.20 , 2.93 , 2.88 
 1.46 , 1.34 , 1.44 , 1.44 , 3.06 , 2.20 , 2.93 , 2.88 
 1.46 , 1.34 , 1.44 , 1.44 , 3.04 , 2.19 , 2.91 , 2.86 
 1.46 , 1.34 , 1.44 , 1.44 , 3.04 , 2.19 , 2.91 , 2.86 
 1.46 , 1.34 , 1.44 , 1.44 , 3.04 , 2.19 , 2.91 , 2.86 
 1.46 , 1.34 , 1.44 , 1.44 , 3.04 , 2.19 , 2.91 , 2.86 
 1.46 , 1.34 , 1.44 , 1.44 , 3.04 , 2.19 , 2.91 , 2.86 
 1.46 , 1.34 , 1.44 , 1.44 , 3.04 , 2.19 , 2.91 , 2.86 
 1.46 , 1.34 , 1.44 , 1.43 , 3.19 , 2.28 , 3.06 , 3.00 
 1.46 , 1.34 , 1.44 , 1.43 , 3.19 , 2.28 , 3.06 , 3.00 
 1.46 , 1.34 , 1.44 , 1.43 , 3.19 , 2.28 , 3.06 , 3.00 
 1.46 , 1.34 , 1.44 , 1.43 , 3.19 , 2.28 , 3.06 , 3.00 
 1.46 , 1.34 , 1.44 , 1.43 , 3.19 , 2.28 , 3.06 , 3.00 
 1.46 , 1.34 , 1.44 , 1.43 , 3.19 , 2.28 , 3.06 , 3.00 
 1.46 , 1.34 , 1.44 , 1.43 , 3.12 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.12 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.12 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.12 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.12 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.12 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.08 , 2.21 , 2.95 , 2.90 
 1.46 , 1.34 , 1.44 , 1.43 , 3.31 , 2.36 , 3.16 , 3.11 
 1.46 , 1.34 , 1.44 , 1.43 , 3.31 , 2.36 , 3.16 , 3.11 
 1.46 , 1.34 , 1.44 , 1.43 , 3.31 , 2.36 , 3.16 , 3.11 
 1.46 , 1.34 , 1.44 , 1.43 , 3.31 , 2.36 , 3.16 , 3.11 
 1.46 , 1.34 , 1.44 , 1.43 , 3.31 , 2.36 , 3.16 , 3.11 
 1.46 , 1.34 , 1.44 , 1.43 , 3.31 , 2.36 , 3.16 , 3.11 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.15 , 2.26 , 3.02 , 2.97 
 1.46 , 1.34 , 1.44 , 1.43 , 3.15 , 2.26 , 3.02 , 2.97 
 1.46 , 1.34 , 1.44 , 1.43 , 3.15 , 2.26 , 3.02 , 2.97 
 1.46 , 1.34 , 1.44 , 1.43 , 3.15 , 2.26 , 3.02 , 2.97 
 1.46 , 1.34 , 1.44 , 1.43 , 3.15 , 2.26 , 3.02 , 2.97 
 1.46 , 1.34 , 1.44 , 1.43 , 3.15 , 2.26 , 3.02 , 2.97 
 1.46 , 1.34 , 1.44 , 1.43 , 3.13 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.13 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.13 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.13 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.13 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.13 , 2.24 , 2.99 , 2.94 
 1.46 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.27 
 1.46 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.27 
 1.46 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.27 
 1.46 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.27 
 1.46 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.27 
 1.46 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.27 
 1.46 , 1.34 , 1.44 , 1.43 , 3.42 , 2.43 , 3.27 , 3.22 
 1.46 , 1.34 , 1.44 , 1.43 , 3.42 , 2.43 , 3.27 , 3.22 
 1.46 , 1.34 , 1.44 , 1.43 , 3.42 , 2.43 , 3.27 , 3.22 
 1.46 , 1.34 , 1.44 , 1.43 , 3.42 , 2.43 , 3.27 , 3.22 
 1.46 , 1.34 , 1.44 , 1.43 , 3.42 , 2.43 , 3.27 , 3.22 
 1.46 , 1.34 , 1.44 , 1.43 , 3.42 , 2.43 , 3.27 , 3.22 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.28 , 2.34 , 3.14 , 3.08 
 1.46 , 1.34 , 1.44 , 1.43 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.34 , 1.44 , 1.43 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.34 , 1.44 , 1.43 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.34 , 1.44 , 1.43 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.34 , 1.44 , 1.43 , 3.24 , 2.31 , 3.10 , 3.05 
 1.46 , 1.34 , 1.44 , 1.43 , 3.24 , 2.31 , 3.10 , 3.05 
 1.45 , 1.34 , 1.44 , 1.43 , 3.63 , 2.57 , 3.47 , 3.41 
 1.45 , 1.34 , 1.44 , 1.43 , 3.63 , 2.57 , 3.47 , 3.41 
 1.45 , 1.34 , 1.44 , 1.43 , 3.63 , 2.57 , 3.47 , 3.41 
 1.45 , 1.34 , 1.44 , 1.43 , 3.63 , 2.57 , 3.47 , 3.41 
 1.45 , 1.34 , 1.44 , 1.43 , 3.63 , 2.57 , 3.47 , 3.41 
 1.45 , 1.34 , 1.44 , 1.43 , 3.63 , 2.57 , 3.47 , 3.41 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.49 , 2.48 , 3.34 , 3.28 
 1.45 , 1.34 , 1.44 , 1.43 , 3.49 , 2.48 , 3.34 , 3.28 
 1.45 , 1.34 , 1.44 , 1.43 , 3.49 , 2.48 , 3.34 , 3.28 
 1.45 , 1.34 , 1.44 , 1.43 , 3.49 , 2.48 , 3.34 , 3.28 
 1.45 , 1.34 , 1.44 , 1.43 , 3.49 , 2.48 , 3.34 , 3.28 
 1.45 , 1.34 , 1.44 , 1.43 , 3.49 , 2.48 , 3.34 , 3.28 
 1.45 , 1.34 , 1.44 , 1.43 , 3.44 , 2.45 , 3.29 , 3.24 
 1.45 , 1.34 , 1.44 , 1.43 , 3.44 , 2.45 , 3.29 , 3.24 
 1.45 , 1.34 , 1.44 , 1.43 , 3.44 , 2.45 , 3.29 , 3.24 
 1.45 , 1.34 , 1.44 , 1.43 , 3.44 , 2.45 , 3.29 , 3.24 
 1.45 , 1.34 , 1.44 , 1.43 , 3.44 , 2.45 , 3.29 , 3.24 
 1.45 , 1.34 , 1.44 , 1.43 , 3.44 , 2.45 , 3.29 , 3.24 
 1.45 , 1.34 , 1.44 , 1.43 , 3.68 , 2.61 , 3.52 , 3.46 
 1.45 , 1.34 , 1.44 , 1.43 , 3.68 , 2.61 , 3.52 , 3.46 
 1.45 , 1.34 , 1.44 , 1.43 , 3.68 , 2.61 , 3.52 , 3.46 
 1.45 , 1.34 , 1.44 , 1.43 , 3.68 , 2.61 , 3.52 , 3.46 
 1.45 , 1.34 , 1.44 , 1.43 , 3.68 , 2.61 , 3.52 , 3.46 
 1.45 , 1.34 , 1.44 , 1.43 , 3.68 , 2.61 , 3.52 , 3.46 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.45 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.25 , 3.19 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.25 , 3.19 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.25 , 3.19 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.25 , 3.19 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.25 , 3.19 
 1.45 , 1.34 , 1.44 , 1.43 , 3.41 , 2.42 , 3.26 , 3.20 
 1.45 , 1.34 , 1.44 , 1.43 , 3.41 , 2.42 , 3.26 , 3.20 
 1.45 , 1.34 , 1.44 , 1.43 , 3.41 , 2.42 , 3.26 , 3.20 
 1.45 , 1.34 , 1.44 , 1.43 , 3.41 , 2.42 , 3.26 , 3.20 
 1.45 , 1.34 , 1.44 , 1.43 , 3.41 , 2.42 , 3.26 , 3.20 
 1.45 , 1.34 , 1.44 , 1.43 , 3.41 , 2.42 , 3.26 , 3.20 
 1.45 , 1.34 , 1.44 , 1.43 , 4.10 , 2.90 , 3.92 , 3.85 
 1.45 , 1.34 , 1.44 , 1.43 , 4.10 , 2.90 , 3.92 , 3.85 
 1.45 , 1.34 , 1.44 , 1.43 , 4.10 , 2.90 , 3.92 , 3.85 
 1.45 , 1.34 , 1.44 , 1.43 , 4.10 , 2.90 , 3.92 , 3.85 
 1.45 , 1.34 , 1.44 , 1.43 , 4.10 , 2.90 , 3.92 , 3.85 
 1.45 , 1.34 , 1.44 , 1.43 , 4.10 , 2.90 , 3.92 , 3.85 
 1.45 , 1.34 , 1.44 , 1.43 , 3.92 , 2.77 , 3.74 , 3.68 
 1.45 , 1.34 , 1.44 , 1.43 , 3.92 , 2.77 , 3.74 , 3.68 
 1.45 , 1.34 , 1.44 , 1.43 , 3.92 , 2.77 , 3.74 , 3.68 
 1.45 , 1.34 , 1.44 , 1.43 , 3.92 , 2.77 , 3.74 , 3.68 
 1.45 , 1.34 , 1.44 , 1.43 , 3.92 , 2.77 , 3.74 , 3.68 
 1.45 , 1.34 , 1.44 , 1.43 , 3.92 , 2.77 , 3.74 , 3.68 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.46 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.46 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.46 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.46 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.46 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.61 , 2.56 , 3.46 , 3.39 
 1.45 , 1.34 , 1.44 , 1.43 , 3.53 , 2.51 , 3.38 , 3.32 
 1.45 , 1.34 , 1.44 , 1.43 , 3.53 , 2.51 , 3.38 , 3.32 
 1.45 , 1.34 , 1.44 , 1.43 , 3.53 , 2.51 , 3.38 , 3.32 
 1.45 , 1.34 , 1.44 , 1.43 , 3.53 , 2.51 , 3.38 , 3.32 
 1.45 , 1.34 , 1.44 , 1.43 , 3.53 , 2.51 , 3.38 , 3.32 
 1.45 , 1.34 , 1.44 , 1.43 , 3.53 , 2.51 , 3.38 , 3.32 
 1.45 , 1.34 , 1.44 , 1.43 , 3.83 , 2.71 , 3.66 , 3.60 
 1.45 , 1.34 , 1.44 , 1.43 , 3.83 , 2.71 , 3.66 , 3.60 
 1.45 , 1.34 , 1.44 , 1.43 , 3.83 , 2.71 , 3.66 , 3.60 
 1.45 , 1.34 , 1.44 , 1.43 , 3.83 , 2.71 , 3.66 , 3.60 
 1.45 , 1.34 , 1.44 , 1.43 , 3.83 , 2.71 , 3.66 , 3.60 
 1.45 , 1.34 , 1.44 , 1.43 , 3.83 , 2.71 , 3.66 , 3.60 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.26 
 1.45 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.26 
 1.45 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.26 
 1.45 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.26 
 1.45 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.26 
 1.45 , 1.34 , 1.44 , 1.43 , 3.47 , 2.47 , 3.32 , 3.26 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.24 , 3.18 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.24 , 3.18 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.24 , 3.18 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.24 , 3.18 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.24 , 3.18 
 1.45 , 1.34 , 1.44 , 1.43 , 3.39 , 2.41 , 3.24 , 3.18 
 1.45 , 1.34 , 1.44 , 1.43 , 3.93 , 2.78 , 3.76 , 3.69 
 1.45 , 1.34 , 1.44 , 1.43 , 3.93 , 2.78 , 3.76 , 3.69 
 1.45 , 1.34 , 1.44 , 1.43 , 3.93 , 2.78 , 3.76 , 3.69 
 1.45 , 1.34 , 1.44 , 1.43 , 3.93 , 2.78 , 3.76 , 3.69 
 1.45 , 1.34 , 1.44 , 1.43 , 3.93 , 2.78 , 3.76 , 3.69 
 1.45 , 1.34 , 1.44 , 1.43 , 3.93 , 2.78 , 3.76 , 3.69 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.74 , 2.65 , 3.58 , 3.52 
 1.45 , 1.34 , 1.44 , 1.43 , 3.57 , 2.53 , 3.42 , 3.36 
 1.45 , 1.34 , 1.44 , 1.43 , 3.57 , 2.53 , 3.42 , 3.36 
